text,lemmas,ngrams,named_ents,sentiment
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,"['say', 'lose', 'family', 'month', 'economy', 'alternative', 'arrangement', 'save', 'money']","['alternative_arrangement', 'save_money']",[],negative
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,"['finnish', 'metal', 'product', 'company', 'net', 'profit', 'go', 'slightly', 'mln', 'euro', 'mln', 'half', 'mln', 'euro', 'mln', 'period']","['finnish_metal', 'finnish_metal_product', 'finnish_metal_product_company', 'net_profit', 'first_half', 'same_period']",[],negative
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,"['consolidated', 'pretax', 'profit', 'decrease']",['pretax_profit'],[],negative
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .","['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period']","['operate_profit', 'net_sale', 'corresponding_period']",[],positive
"Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .","['swedish', 'sector', 'company', 'enter', 'agreement', 'wholly', 'own', 'subsidiary', 'public', 'tender', 'offer', 'issue', 'share']","['swedish_sector', 'swedish_sector_company', 'own_subsidiary', 'public_tender', 'public_tender_offer', 'issue_share']",['Lindex/PERSON'],positive
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .","['transaction', 'double', 'workforse', 'add', 'fourth', 'net', 'sale']",['net_sale'],[],positive
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .","['pretax', 'profit', 'total', 'compare', 'loss', 'corresponding', 'period']","['pretax_profit', 'corresponding_period']",[],positive
Olvi expects sales and market share to increase in the first quarter of 2010 .,"['expect', 'sale', 'market', 'share', 'increase', 'quarter']","['expect_sale', 'first_quarter']",[],positive
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .","['operate', 'profit', 'period', 'review', 'total', 'corresponding', 'period']","['operate_profit', 'corresponding_period']",['Sweden/GPE'],positive
"' After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .","['fix', 'home', 'base', 'cut', 'cost', 'close', 'non', 'profitable', 'unit', 'look', 'go', 'forward', 'say']","['cut_cost', 'profitable_unit']",[],positive
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,"['borrower', 'happy', 'roadshow', 'pay', 'hit', 'ratio', 'high']",['hit_ratio'],[],positive
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .","['result', 'taxis', 'decrease', 'nearly', 'compare', 'nearly', '20mn', 'previous', 'accounting', 'period']","['previous_accounting', 'previous_accounting_period']",[],negative
A new production line is being completed for the contract production of hormone treatments .,"['new', 'production', 'line', 'complete', 'contract', 'production', 'hormone', 'treatment']","['new_production', 'new_production_line']",[],positive
"In addition to Russia , we now seek additional growth in Ukraine .","['addition', 'seek', 'additional', 'growth']",['additional_growth'],"['Russia/GPE', 'Ukraine/GPE']",positive
"'' Our decision and resolve on MeeGo is only stronger , '' she continued .","['decision', 'resolve', 'strong', 'continue']",[],[],positive
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .","['accord', 'study', 'period', 'week', 'week', 'market', 'leader', 'soft', 'drink']",['soft_drink'],['Finland/GPE'],positive
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,"['operate', 'profit', 'decrease', '16mn']",['operate_profit'],[],negative
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .","['comparable', 'net', 'sale', 'expect', 'increase', 'line', 'group', 'target']",['net_sale'],[],positive
FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs .,"['financing', 'growth', 'aggressively', 'pursue', 'growth', 'strategy', 'increasingly', 'focus', 'technologically', 'demanding', 'print', 'circuit', 'board', 'pcb']","['print_circuit', 'print_circuit_board', 'print_circuit_board_pcb']",[],positive
Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,"['operate', 'profit', 'rise']",['operate_profit'],[],positive
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,"['group', 'turnover', 'fiscal', 'year', 'expect', 'slight', 'increase', 'previous', 'fiscal', 'year']","['fiscal_year', 'slight_increase', 'fiscal_year']",[],positive
The company has committed to further expanding the Apollo portfolio .,"['company', 'commit', 'expand', 'portfolio']",[],[],positive
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .","['finnish', 'electronics', 'manufacturing', 'service', 'company', 'post', 'net', 'loss', 'mln', 'euro', 'mln', 'half', 'compare', 'net', 'profit', 'mln', 'euro', 'mln', 'period']","['finnish_electronics', 'finnish_electronics_manufacturing', 'finnish_electronics_manufacturing_service', 'net_loss', 'first_half', 'net_profit', 'same_period']",[],negative
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,"['say', 'offer', 'line', 'strategy', 'increase', 'ownership', 'core', 'business', 'holding', 'strengthen', 'offering', 'customer']",[],[],positive
Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,"['finnish', 'financial', 'group', 'operating', 'profit', 'increase']",['financial_group'],[],positive
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .","['new', 'agreement', 'expand', 'long', 'establish', 'cooperation', 'company', 'involve', 'transfer', 'certain', 'engineering', 'documentation', 'function']","['new_agreement', 'establish_cooperation', 'certain_engineering']","['Larox/GPE', 'Etteplan/PERSON']",positive
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .","['profit', 'period', 'total', 'corresponding', 'period']",['corresponding_period'],[],negative
"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .","['takeover', 'second', 'large', 'rental', 'service', 'provider', 'latvian', 'market']","['rental_service', 'rental_service_provider', 'latvian_market']",['Cramo/FAC'],positive
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel Strips to be delivered in 2007 .,"['finnish', 'award', 'order', 'hot', 'metal', 'ladle', 'crane', 'indian', 'steel', 'producer', 'deliver']","['hot_metal', 'hot_metal_ladle', 'hot_metal_ladle_crane', 'indian_steel', 'indian_steel_producer']",['Bhushan_Steel_Strips/PERSON'],positive
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .","['report', 'net', 'sale']",['net_sale'],['mn/GPE'],positive
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,"['operate', 'profit', 'improve']",['operate_profit'],[],positive
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says '' Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .","['say', 'represent', 'significant', 'milestone', 'company', 'offering', 'telecommunications', 'industry']",['significant_milestone'],"['Kai_Tulonen/PERSON', 'SysOpen_Digia/PERSON']",positive
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,"['finland', 'base', 'close', 'franchising', 'sport', 'store']",[],"['finland/GPE', 'Russia/GPE']",negative
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .","['accord', 'pkc', 'acquisition', 'bring', 'significant', 'addition', 'customer', 'base']",['significant_addition'],[],positive
"'' We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .","['continue', 'actively', 'focus', 'r&d', 'position', 'offering', 'away', 'point', 'solution', 'dynamic', 'end', 'end', 'solution', 'state']","['focus_r&d', 'dynamic_end']",['Ervio/PERSON'],positive
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,"['win', 'contract', 'advise', 'builder', 'new', 'cogeneration', 'power', 'plant', 'second', 'big', 'city', 'supervise', 'construction', 'process']","['advise_builder', 'new_cogeneration', 'new_cogeneration_power', 'new_cogeneration_power_plant', 'big_city']","['Finland/GPE', 'Lithuania/GPE', 'Kaunas/GPE']",positive
"Finnish construction group Lemminkainen Oyj HEL LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .","['finnish', 'construction', 'group', 'lem1s', 'say', 'today', 'win', 'contract', 'provide', 'technical', 'service', 'shopping', 'mall', 'open']","['finnish_construction', 'finnish_construction_group', 'say_today', 'technical_service']","['Nevsky_Centre/FAC', 'St_Petersburg/GPE', 'Russia/GPE']",positive
"Exel Composites ' long-term growth prospects remain favourable , however .","['long', 'term', 'growth', 'prospect', 'remain', 'favourable']",[],[],positive
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .","['finnish', 'telecoms', 'software', 'developer', 'say', 'win', 'mln', 'mln', 'euro', 'order', 'supply', 'expansion', 'charging', 'message', 'system', 'mobile', 'fix', 'network']","['finnish_telecoms', 'finnish_telecoms_software', 'finnish_telecoms_software_developer', 'message_system', 'fix_network']",[],positive
"'' We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President CEO Frank Peterson .","['happy', 'work', 'encourage', 'boater', 'angler', 'introduce', 'newcomer', 'sport', 'say']","['encourage_boater', 'introduce_newcomer']","['Rapala/PRODUCT', 'Frank_Peterson/PERSON']",positive
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,"['cash', 'flow', 'operation', 'negative', 'compare', 'corresponding', 'period']",['corresponding_period'],[],negative
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .","['compare', 'index', 'rise', 'point', 'day', 'relative', 'price', 'change']","['relative_price', 'relative_price_change']",[],positive
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .","['government', 'sign', 'cooperation', 'memorandum', 'set', 'techno', 'park', 'production', 'zone', 'village', 'suburb']",[],"['Technopolis/PERSON', 'St._Petersburg/GPE', 'Strelny/PERSON', 'St._Petersburg/GPE']",positive
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .","['term', 'financing', 'approve', 'hold']",[],[],positive
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .","['report', 'provide', 'comprehensive', 'insight', 'company', 'include', 'business', 'structure', 'operation', 'executive', 'biography', 'key', 'competitor']","['comprehensive_insight', 'include_business', 'include_business_structure', 'key_competitor']",[],positive
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .","['present', 'trade', 'mark', 'pit', 'little', 'know']",[],"['North_-_West/FAC', 'Russia/GPE']",negative
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .","['prove', 'good', 'cellphone', 'design', 'truly', 'work', 'art', 'website', 'provide', 'colorful', 'canvas', 'expression', 'mobile', 'inspire', 'sentiment']","['good_cellphone', 'good_cellphone_design', 'colorful_canvas', 'inspire_sentiment']",[],positive
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .","['presence', 'open', 'new', 'interesting', 'development', 'opportunity', 'student', 'dean', 'say']","['interesting_development', 'interesting_development_opportunity']",[],positive
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .","['market', 'leader', 'manufacturer', 'market', 'share', 'corresponding', 'period']",['corresponding_period'],[],negative
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,"['finnish', 'pharmaceutical', 'company', 'say', 'conclude', 'personnel', 'negotiation', 'reduce', 'number', 'personnel']",['pharmaceutical_company'],"['Finland/GPE', 'Finland/GPE']",negative
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,"['proportion', 'estonian', 'lithuanian', 'passenger', 'route', 'grow']",['lithuanian_passenger'],['Tallinn/GPE'],positive
"AUSTIN , Texas , Sept. 6 Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .","['award', 'contract']",[],"['AUSTIN/GPE', 'Texas/GPE']",positive
"'' Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .","['trade', 'cross', 'target', 'dollar', 'double', 'dollar', 'trade', 'irritant', 'procedural', 'hassle', 'resolve', 'chamber', 'say', 'survey', 'obstacle', 'trade']",['procedural_hassle'],['Russia/GPE'],positive
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .","['accordance', 'strategy', 'strengthen', 'local', 'presence', 'establish', 'representative', 'office']","['local_presence', 'representative_office']",['South_Africa/GPE'],positive
The fund at fair value will increase correspondingly .,"['fund', 'fair', 'value', 'increase', 'correspondingly']",['fair_value'],[],positive
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,"['growth', 'net', 'sale', 'half', 'compare', 'half']","['net_sale', 'first_half', 'first_half']",[],positive
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .","['company', 'goal', 'achieve', 'annual', 'saving', 'usd', 'm', 'third', 'realize']",['annual_saving'],[],positive
"HELSINKI AFX KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .","['say', 'raise', 'stake', 'owner', 'base', 'pct', 'pct']",[],['US/GPE'],positive
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,"['chief', 'executive', 'officer', 'change', 'mark', 'time', 'month', 'company', 'reshuffle', 'executive', 'operation', 'lose', 'ground']","['executive_officer', 'third_time', 'reshuffle_executive', 'lose_ground']",[],negative
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .","['use', 'wireless', 'email', 'calendar', 'device', 'management', 'capability', 'company', 'extend', 'service', 'customer']",['wireless_email'],[],positive
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .","['situation', 'normalise', 'company', 'able', 'increase', 'residential', 'unit', 'sale', 'particular']",['residential_unit'],"['St_Petersburg/GPE', 'Moscow/GPE']",positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .","['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'financial', 'year']","['operate_profit', 'net_sale', 'financial_year']",[],positive
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,"['operate', 'profit', 'rise']",['operate_profit'],[],positive
"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .","['provide', 'customer', 'industry', 'lead', 'elevator', 'escalator', 'innovative', 'solution', 'maintenance', 'modernization']","['provide_customer', 'lead_elevator', 'innovative_solution']",[],positive
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,"['addition', 'deal', 'include', 'option', 'enable', 'increase', 'holding', 'future']",[],['Sandanger_AS/PERSON'],positive
LONDON MarketWatch Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,"['say', 'win', 'year', 'service', 'contract', 'run', 'network', 'operation', 'location']",[],"['LONDON/GPE', 'Nokia_nok/PERSON', 'India/GPE']",positive
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 35.2 euro ) from 310 crowns ( $ 39.8 33.1 euro ) .,"['scania', 'lift', 'share', 'target', 'swedish', 'heavy', 'duty', 'truck', 'bus', 'maker', 'scania', 'crown', 'euro', 'crown', 'euro']",[],[],positive
"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days .","['circuit', 'overall', 'production', 'rate', 'weekly', 'basis', 'excess', 'average', 'tonne', 'day', 'volume', 'excess', 'tonne', 'day', 'reach', 'individual', 'day']","['overall_production', 'overall_production_rate', 'weekly_basis', 'individual_day']",[],positive
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .","['finnish', 'dental', 'care', 'group', 'post', 'total', 'net', 'profit', 'euro', 'mln', 'month', 'net', 'loss', 'euro', 'period']","['dental_care', 'dental_care_group', 'net_profit', 'net_loss', 'same_period']",[],positive
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .","['decision', 'mean', 'temporary', 'lay', 'off', 'fix', 'duration', 'company', 'unit', 'southern', 'central', 'respectively']","['temporary_lay', 'fix_duration']","['Nastola/PERSON', 'Finland/GPE']",negative
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .","['sale', 'business', 'go', 'store', 'see', 'growth']",[],['Tiimari/PERSON'],negative
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .","['new', 'deal', 'strengthen', 'partnership', 'start', 'beginning', 'prepaid', 'operation']","['new_deal', 'prepaid_operation']",['Telemig_Celular/PRODUCT'],positive
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .","['fair', 'value', 'investment', 'property', 'total']",['fair_value'],[],positive
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .","['meet', 'party', 'say', 'far', 'apart', 'view', 'propose', 'mediation']",['propose_mediation'],['Juhani_Salonius/PERSON'],negative
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,"['finnish', 'airline', 'start', 'temporary', 'layoff', 'cabin', 'crew']","['finnish_airline', 'temporary_layoff']",[],negative
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .","['real', 'raise', 'fair', 'value', 'share', 'large', 'nordic', 'forestry', 'group']","['fair_value', 'nordic_forestry', 'nordic_forestry_group']",['STORA_ENSO/PERSON'],positive
"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .","['half', 'year', 'contract', 'worth', 'estimate', 'm.', 'choose', 'principal', 'supplier', 'solution']",['principal_supplier'],"['Telenor/GPE', 'Telenor/GPE', 'Elisa/PERSON', 'Norway/GPE', 'Sweden/GPE', 'Denmark/GPE', 'Finland/GPE']",positive
The estimated synergy benefits are at least EUR7m annually .,"['estimate', 'synergy', 'benefit', 'm', 'annually']","['estimate_synergy', 'estimate_synergy_benefit']",[],positive
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,"['danish', 'company', 'flsmidth', 'acknowledge', 'violate', 'patent', 'hold']","['danish_company', 'danish_company_flsmidth']",[],negative
Unit costs for flight operations fell by 6.4 percent .,"['unit', 'cost', 'flight', 'operation', 'fall', 'percent']",[],[],positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","['operate', 'profit', 'net', 'sale', 'month', 'period', 'increase', 'respectively', 'm', 'eur127', 'm', 'compare', 'corresponding', 'period']","['operate_profit', 'net_sale', 'corresponding_period']",[],positive
"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .","['real', 'release', 'real', 'second', 'good', 'company', 'material', 'sector', 'include', 'e.g.', 'forest', 'industry', 'company']","['good_company', 'e.g._forest', 'e.g._forest_industry', 'e.g._forest_industry_company']",[],positive
Sales have risen in other export markets .,"['sale', 'rise', 'export', 'market']","['other_export', 'other_export_market']",[],positive
UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,"['work', 'closely', 'shipping', 'agent', 'reduce', 'fuel', 'consumption', 'greenhouse', 'gas', 'emission']","['reduce_fuel', 'reduce_fuel_consumption']",[],positive
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,"['sell', 'stake', 'company', 'say', 'sign', 'agreement', 'sell', 'share']",['sell_stake'],[],positive
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .","['currency', 'effect', 'pct', 'mln', 'euro', 'mln', 'negative', 'impact', 'revenue']",['negative_impact'],[],negative
HELSINKI ( AFX ) KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,"['say', 'share', 'voting', 'right', 'finnish', 'crane', 'company', 'fall', 'week', 'pct', 'pct']","['finnish_crane', 'finnish_crane_company', 'last_week']",[],negative
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,"['finnish', 'forest', 'machinery', 'manufacturer', 'issue', 'profit', 'warning']","['finnish_forest', 'finnish_forest_machinery', 'finnish_forest_machinery_manufacturer']",[],negative
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,"['operating', 'loss', 'amount', 'half', 'compare', 'profit', 'half']","['first_half', 'first_half']",[],negative
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,"['able', 'consolidate', 'russian', 'market', 'advertising', 'press', 'purchase']",['russian_market'],[],positive
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a '' standard '' procedure and that he was '' quite confident '' about approval being granted .","['plant', 'general', 'manager', 'say', 'application', 'new', 'licence', 'standard', 'procedure', 'confident', 'approval', 'grant']","['general_manager', 'new_licence']",['Arvo_Vuorenmaa/PERSON'],positive
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .","['period', 'sale', 'drop', 'm', 'm', 'accord', 'interim', 'report', 'release', 'today']","['interim_report', 'release_today']",[],negative
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,"['earning', 'share', 'amount', 'loss']",[],[],negative
"About Marubeni Marubeni Corporation TSE 8002 ; ADR MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .","['establish', 'core', 'company', 'lead', 'general', 'trading', 'house']","['core_company', 'general_trading', 'general_trading_house']",['Japan/GPE'],positive
'' Residentialconstruction in particular has picked up in several markets .,"['particular', 'pick', 'market']",['several_market'],[],positive
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .","['net', 'sale', 'rise', 'corresponding', 'period']","['net_sale', 'corresponding_period']",[],positive
The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,"['executive', 'group', 'participate', 'adjustment', 'fix', 'term', 'salary', 'cut']",['executive_group'],[],positive
The company feels these leases are prime locations due to several producing formations in the immediate area .,"['company', 'feel', 'lease', 'prime', 'location', 'produce', 'formation', 'immediate', 'area']","['prime_location', 'produce_formation', 'immediate_area']",[],positive
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .","['estimate', 'quarter', 'profit', 'cent', 'share', 'exclude', 'certain', 'item', 'analyst', 'estimate', 'cent', 'share']",['certain_item'],[],negative
"'' The new structure provides better communication , faster decision-making and cost savings , '' Proha said .","['new', 'structure', 'provide', 'well', 'communication', 'fast', 'decision', 'making', 'cost', 'saving', 'say']","['new_structure', 'well_communication', 'fast_decision']",[],positive
The operating margin came down to 2.4 % from 5.7 % .,"['operate', 'margin', 'come']",['operate_margin'],[],negative
'' Consumers have very well received our packed fresh meat .,"['consumer', 'receive', 'pack', 'fresh', 'meat']",['fresh_meat'],[],positive
HELSINKI AFX Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,"['say', 'sign', 'mln', 'agreement', 'engineering', 'plant', 'build', 'site']",[],['Mongolia/GPE'],positive
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .","['joint', 'venture', 'conclude', 'investment', 'decision', 'construction', 'phase', 'shopping', 'center']","['joint_venture', 'first_phase']","['Pearl_Plaza_LLC/FAC', 'Saint_Petersburg/GPE', 'Russia/GPE']",positive
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,"['share', 'percent', 'low']",[],['U.S./GPE'],negative
The total number of filling stations has been on the decrease recently .,"['total', 'number', 'fill', 'station', 'decrease', 'recently']","['total_number', 'fill_station']",[],negative
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,"['market', 'share', 'widen', 'percent', 'percent', 'year', 'early']",[],[],positive
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .","['furthermore', 'efficiency', 'improvement', 'measure', 'initiate', 'early', 'bear', 'fruit', 'say']",['bear_fruit'],['Jan_Lang/PERSON'],positive
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .","['period', 'end', 'cash', 'cash', 'equivalent', 'total', 'm', 'compare', 'm', 'previous', 'year']",['previous_year'],[],negative
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,"['operating', 'loss', 'increase', '17mn', 'loss']",[],[],negative
The talks are aimed at restructuring operations and cutting costs .,"['talk', 'aim', 'restructure', 'operation', 'cut', 'cost']","['restructure_operation', 'cut_cost']",[],positive
"Temporary lay-offs , affecting the entire workforce , will also be implemented .","['temporary', 'lay', 'off', 'affect', 'entire', 'workforce', 'implement']","['temporary_lay', 'entire_workforce']",[],negative
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,"['operate', 'profit', 'rise']",['operate_profit'],[],positive
Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,"['loan', 'finance', 'strategic', 'investment', 'shopping', 'center', 'redevelopment', 'project', 'refinancing', 'mature', 'debt']","['strategic_investment', 'mature_debt']",[],positive
"Vaahto Pulp Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .","['award', 'order', 'renovate', 'finnish', 'swedish', 'forest', 'industry', 'company', 'paperboard', 'machine']","['swedish_forest', 'swedish_forest_industry', 'swedish_forest_industry_company']",['Finland/GPE'],positive
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,"['administrator', 'indicate', 'need', 'job', 'cut', 'irish', 'insurer', 'month']",['irish_insurer'],[],negative
